,Datum,Inskrivningsdata,Optimala värden,Övre konfidens,Undre konfidens,Övre prediktion,Undre prediktion
82,2020-05-22,972,993.3024107261438,1005.4284736581869,981.1763477941006,1070.2644801479648,916.3403413043228
83,2020-05-23,980,1010.3137241587181,1022.438583521596,998.1888647958401,1087.2756039566211,933.3518443608149
84,2020-05-24,988,1027.0186859989542,1039.1273804635653,1014.909991534343,1103.9780207745007,950.0593512234078
85,2020-05-25,1002,1043.403913747251,1055.4812939348103,1031.3265335596916,1120.3583277834332,966.4494997110686
86,2020-05-26,1015,1059.4573647427733,1071.4883194146132,1047.4264100709333,1136.4045063256365,982.5102231599101
87,2020-05-27,1032,1075.168341964451,1087.1380173437324,1063.1986665851696,1152.1059261229277,998.2307578059742
88,2020-05-28,1046,1090.527489700634,1102.4214997998174,1078.6334796014507,1167.4533384362626,1013.6016409650056
89,2020-05-29,1062,1105.526779710123,1117.3314059140985,1093.7221535061476,1182.4388589127614,1028.6147005074847
90,2020-05-30,1080,1120.1594885836864,1131.8618670579058,1108.457110109467,1197.0559409687685,1043.2630361986044
91,2020-05-31,1086,1134.4201670828666,1146.0084628354844,1122.8318713302488,1211.299340634014,1057.540993531719
92,2020-06-01,1102,1148.304602282045,1159.7681689062952,1136.8410356577947,1225.165073834111,1071.444130729979
93,2020-06-02,1119,1161.8097733710138,1173.1392976267873,1150.4802491152402,1238.650367117545,1084.9691796244824
94,2020-06-03,1127,1174.933801989712,1186.1214324506059,1163.7461715288182,1251.753602840709,1098.1140011387151
95,2020-06-04,1138,1187.675897965661,1198.7153569605396,1176.6364389707826,1264.474259812493,1110.877536118829
96,2020-06-05,1148,1200.0363013095541,1210.922979329762,1189.1496232893462,1276.8128503709245,1123.2597522481838
97,2020-06-06,1155,1212.0162212971604,1222.747252930136,1201.2851896641848,1288.770854820911,1135.26158777341
98,2020-06-07,1164,1223.6177734280334,1234.1920937292898,1213.043453126777,1300.3506541069894,1146.8848927490774
99,2020-06-08,1177,1234.843915005314,1245.2622950551552,1224.425534955473,1311.5554615307249,1158.1323684799033
100,2020-06-09,1190,1245.6983800280786,1255.9634402672325,1235.4333197889248,1322.3892542516182,1169.007505804539
101,2020-06-10,1199,1256.185614029887,1266.301813868793,1246.0694141909808,1332.85670523536,1179.5145228244137
102,2020-06-11,1212,1266.3107094361887,1276.2843116330826,1256.337107239295,1342.9631162362311,1189.6583026361463
103,2020-06-12,1229,1276.0793419504664,1285.918350405214,1266.240333495719,1352.7143523232062,1199.4443315777266
104,2020-06-13,1236,1285.4977084158506,1295.2117783792955,1275.7836384524057,1362.1167783835292,1208.878638448172
105,2020-06-14,1245,1294.5724665365874,1304.172786827446,1284.9721462457287,1371.1771979645116,1217.9677351086632
106,2020-06-15,1256,1303.3106767831546,1312.8098244522182,1293.811529114091,1379.9027947450963,1226.7185588212128
107,2020-06-16,1270,1311.7197467468816,1321.1315157134593,1302.3079777803039,1388.301076864199,1235.138416629564
108,2020-06-17,1284,1319.8073781552189,1329.14658460294,1310.4681717074977,1396.379824273457,1243.2349320369808
109,2020-06-18,1295,1327.5815167078727,1336.8637853613875,1318.2992480543578,1404.147039228217,1251.0159941875283
110,2020-06-19,1303,1335.0503048471737,1344.2918415168026,1325.8087681775448,1411.6108999824874,1258.48970971186
111,2020-06-20,1316,1342.2220375335173,1351.4393943525877,1333.004680714447,1418.7797177111938,1265.6643573558408
112,2020-06-21,1327,1349.1051210585833,1358.3149614984509,1339.8952806187158,1425.6618966462813,1272.5483454708854
113,2020-06-22,1329,1355.7080348953075,1364.9269058152747,1346.4891639753403,1432.2658973817715,1279.1501724088434
114,2020-06-23,1338,1362.0392965541619,1371.2834141805463,1352.7951789277774,1438.6002032765077,1285.478389831816
115,2020-06-24,1350,1368.1074293900297,1377.3924852488303,1358.822373531229,1444.6732898616417,1291.5415689184176
116,2020-06-25,1358,1373.9209332826379,1383.261924832981,1364.5799417322946,1450.4935971425357,1297.34826942274
117,2020-06-26,1366,1379.488258095898,1388.8993472773489,1370.077168914447,1456.069504671274,1302.9070115205218
118,2020-06-27,1369,1384.8177798072961,1394.3121810957894,1375.3233785188029,1461.4093092559517,1308.2262503586405
119,2020-06-28,1378,1389.9177791874115,1399.5076772156863,1380.3278811591367,1466.521205165954,1313.314353208869
120,2020-06-29,1385,1394.7964229014096,1404.4929183706463,1385.099927432173,1471.413266688153,1318.1795791146662
121,2020-06-30,1399,1399.4617468986455,1409.274828471254,1389.648665326037,1476.0934328869362,1322.8300609103549
122,2020-07-01,1406,1403.92164195305,1413.86018110527,1393.9831028008302,1480.5694944209276,1327.2737894851725
123,2020-07-02,1414,1408.183841215454,1418.2556066327572,1398.112075798151,1484.8490822708275,1331.5186001600807
124,2020-07-03,1421,1412.255909639175,1422.4675976169976,1402.0442216613521,1488.9396582356912,1335.5721610426585
125,2020-07-04,1425,1416.1452351417795,1426.5025125514626,1405.7879577320964,1492.8485070589438,1339.4419632246152
126,2020-07-05,1429,1419.8590213687428,1430.366578001355,1409.3514647361305,1496.5827300502506,1343.135312687235
127,2020-07-06,1437,1423.4042819284757,1434.0658893789375,1412.742674478014,1500.1492400748261,1346.6593237821253
128,2020-07-07,1441,1426.7878359727754,1437.6064106239508,1415.9692613216,1503.5547577877105,1350.0209141578403
129,2020-07-08,1446,1430.0163050019025,1440.9939730750339,1419.0386369287712,1506.8058089967922,1353.226801007013
130,2020-07-09,1451,1433.0961107791395,1444.234273806343,1421.957947751936,1509.9087230448208,1356.2834985134582
131,2020-07-10,1457,1436.0334742456164,1447.3328736753022,1424.7340748159306,1512.8696321071916,1359.1973163840412
132,2020-07-11,1457,1438.8344153323565,1450.2951952904434,1427.3736353742695,1515.6944713088194,1361.9743593558935
133,2020-07-12,1462,1441.5047535727556,1453.1265210684041,1429.882986077107,1518.3889795699017,1364.6205275756095
134,2020-07-13,1467,1444.0501094249678,1455.831991510168,1432.2682273397675,1520.9587010966848,1367.1415177532508
135,2020-07-14,1472,1446.475906219903,1458.4166037910795,1434.5352086487264,1523.4089874395163,1369.5428250002897
136,2020-07-15,1476,1448.78737265664,1460.8852107281405,1436.6895345851394,1525.7450000464028,1371.8297452668771
137,2020-07-16,1480,1450.9895457729947,1463.2425201621602,1438.7365713838292,1527.9717132459807,1374.0073783000087
138,2020-07-17,1483,1453.087274324726,1465.4930947713237,1440.6814538781282,1530.0939175992548,1376.080631050197
139,2020-07-18,1484,1455.0852225123658,1467.6413523163064,1442.5290927084252,1532.1162235646093,1378.0542214601223
140,2020-07-19,1486,1456.9878739999185,1469.6915663046389,1444.2841816951982,1534.0430654254826,1379.9326825743544
141,2020-07-20,1489,1458.7995361746532,1471.647867052994,1445.9512052963125,1535.8787054346851,1381.7203669146213
142,2020-07-21,1492,1460.5243446019388,1473.5142431198765,1447.534446084001,1537.627238133658,1383.4214510702195
143,2020-07-22,1495,1462.166267633482,1475.2945430772197,1449.0379921897443,1539.292594808993,1385.039940457971
144,2020-07-23,1500,1463.7291111314942,1476.992477587252,1450.4657446757362,1540.8785480522977,1386.5796742106907
145,2020-07-24,1502,1465.2165232751693,1478.6116217501872,1451.8214248001514,1542.3887163929805,1388.044330157358
146,2020-07-25,1504,1466.6319994194632,1480.1554176885288,1453.1085811503976,1543.826568976767,1389.4374298621594
147,2020-07-26,1505,1467.9788869794859,1481.6271773347662,1454.3305966242056,1545.195430265749,1390.7623436932226
148,2020-07-27,1506,1469.2603903169013,1483.030085390742,1455.4906952430606,1546.4984847385265,1392.022295895276
149,2020-07-28,1511,1470.4795756075553,1484.3672024288376,1456.591948786273,1547.7387815715342,1393.2203696435763
150,2020-07-29,1514,1471.6393756721527,1485.6414681072013,1457.6372832371042,1548.9192392849786,1394.3595120593268
151,2020-07-30,1515,1472.7425947541767,1486.855704473425,1458.6294850349284,1550.042650338923,1395.4425391694303
152,2020-07-31,1516,1473.79191323141,1488.0126193332937,1459.5712071295263,1551.1116856670133,1396.4721407958068
